resume_hash,title,city,updated_at,salary_amount,salary_currency,employment_type,relocation,age_bucket,total_experience_months,job_count,avg_job_duration_months,median_job_duration_months,max_job_duration_months,min_job_duration_months,short_job_share_6m,short_job_share_12m,current_job_duration_months,career_span_months,avg_gap_months,max_gap_months,education_count,courses_count,languages_count,skills_count,about_length,has_salary,has_about
cb2adef0c027d69edc7d,Стратегический маркетинговый директор (СМО),Брест,2026-05-18,18.0,,,,35-44,,0,,,,,,,,,0.0,0,1,1,0,0,0,1,0
4778cf3bf2ce72e88bd5,Обивщик,Москва,2026-05-20,140.0,RUB,Полная занятость,Переезд невозможен,35-44,48.0,1,48.0,48.0,48.0,48.0,0.0,0.0,,48.0,0.0,0,1,0,0,0,0,1,0
6fe258b6a1dca1ac4ebe,Врач акушер - гинеколог,Москва,2026-05-20,20.0,,Полная занятость,Переезд невозможен,55-64,291.0,3,97.0,56.0,221.0,14.0,0.0,0.0,14.0,238.0,1.5,3,3,0,0,0,0,1,0
feebfa83c90c5139a2ed,Информационные технологии,Атырау,2026-05-19,250000.0,RUB,Полная занятость,Переезд невозможен,18-24,5.0,1,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,0.0,0,1,0,1,0,0,1,0
d50215c8d75f383faae6,Middle Frontend-developer (React),Гомель,2026-05-13,170000.0,RUB,Удаленная работа,Переезд невозможен,35-44,169.0,3,56.333333333333336,50.0,95.0,24.0,0.0,0.0,,164.0,0.5,1,1,3,1,0,376,1,1
d432449e0c8d8ed20c1a,Специалист по приемке и отгрузке,Тольятти,2026-05-18,18.0,,,,,,0,,,,,,,,,0.0,0,1,0,0,2,0,1,0
43483b660d6e6b185814,"Главный специалист по учету и отчетности ЗПИФ по МСФО (ценные бумаги,аренда,займы, депозиты,доли в ук). Аттестат ФСФР РФ 5.0.","Москва , м. Новокосино",2026-05-18,250000.0,RUB,Полная занятость,Переезд невозможен,35-44,197.0,10,19.7,19.5,36.0,5.0,0.1,0.3,,266.0,7.666666666666667,36,2,5,1,0,1784,1,1
a0a713b17bb883908072,Python разработчик,Москва,2026-05-20,220000.0,RUB,Полная занятость,,25-34,49.0,3,16.333333333333332,18.0,25.0,6.0,0.0,0.3333333333333333,18.0,44.0,0.5,1,2,0,1,0,622,1,1
d121da5d3200a0c24de1,Электромонтёр по ремонту и обслуживанию электрооборудования,Шымкент,2026-05-18,222223.0,RUB,Полная занятость,Переезд невозможен,45-54,43.0,1,43.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,0.0,0,2,0,0,0,0,1,0
ae268c04e0ef3a8e3c33,Управляющий,Сочи,2026-05-18,100000.0,RUB,Полная занятость,,45-54,336.0,6,56.0,38.5,174.0,4.0,0.16666666666666666,0.3333333333333333,41.0,399.0,12.6,24,4,0,1,0,229,1,1
e382b02fed5c9ad9dd72,Главный бухгалтер( Волкова Мария Владимировна ),Екатеринбург,2026-05-20,20.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
cd5ae4ee152a2f002f75,Швея,Мурманск,2026-05-20,20.0,,Полная занятость,,45-54,196.0,1,196.0,196.0,196.0,196.0,0.0,0.0,196.0,196.0,0.0,0,1,0,0,0,0,1,0
02eb658c2d864a2dd981,Сборщик БПЛА.Испытатель БПЛА.,"Москва , м. Октябрьское поле",2026-05-20,20.0,,Полная занятость,Переезд невозможен,35-44,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
f19e4204be642f295d46,Продавец-консультант,Ташкент,2026-05-18,7000000.0,RUB,Полная занятость,Переезд невозможен,18-24,18.0,1,18.0,18.0,18.0,18.0,0.0,0.0,,18.0,0.0,0,1,0,3,0,0,1,0
9ba62b82e8755d520774,Руководитель проектного офиса,Москва,2026-05-18,18.0,,Полная занятость,Переезд невозможен,45-54,250.0,9,27.77777777777778,21.0,53.0,3.0,0.1111111111111111,0.2222222222222222,,259.0,1.125,4,2,0,0,0,0,1,0
83ca7b3b353d08e0a6c2,Менеджер активных продаж,Лосино-Петровский,2026-05-20,100000.0,RUB,Полная занятость,Переезд невозможен,45-54,8.0,1,8.0,8.0,8.0,8.0,0.0,1.0,,8.0,0.0,0,1,2,1,0,0,1,0
38846d486ceb978d73cc,Актер,Астрахань,2026-05-20,20.0,,Полная занятость,Переезд невозможен,18-24,20.0,1,20.0,20.0,20.0,20.0,0.0,0.0,,20.0,0.0,0,1,0,0,0,0,1,0
2c05f199c3a83496da7e,Сотрудник на кассу(5-6 часов),Бийск,2026-05-20,20.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
5abb02d248039bf6a44f,Технолог общественного питания,Калининград,2026-05-20,20.0,,Полная занятость,Переезд невозможен,18-24,4.0,1,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,0.0,0,1,0,0,0,0,1,0
c6cf3f97408e39959066,Медпред,Краснодар,2026-05-20,30000.0,RUB,Полная занятость,,45-54,177.0,1,177.0,177.0,177.0,177.0,0.0,0.0,,177.0,0.0,0,1,1,0,0,0,1,0
4e719851eecf6ec1efb0,Экономист по труду.,Минск,2026-05-18,18.0,,,,45-54,,0,,,,,,,,,0.0,0,2,0,0,23,0,1,0
73715b405fefafc99da7,Экономист по труду,Смолевичи,2026-05-18,2900.0,RUB,Полная занятость,Переезд невозможен,45-54,222.0,2,111.0,111.0,198.0,24.0,0.0,0.0,,225.0,3.0,3,2,0,0,0,0,1,0
3d65e0d70b7836776e37,Python Developer,Бишкек,2026-05-18,50000.0,RUB,Полная занятость,Переезд невозможен,35-44,,0,,,,,,,,,0.0,0,2,0,0,0,0,1,0
80caf6c4830d0072f98e,Шеф-повар,Минск,2026-05-17,17.0,,Полная занятость,Переезд невозможен,45-54,255.0,2,127.5,127.5,204.0,51.0,0.0,0.0,,255.0,0.0,0,1,0,0,0,367,1,1
52a3093f06b1e0f02f6f,Frontend-разработчик,Ташкент,2026-05-20,20.0,,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
8540994d4aa10a2ef27a,Junior QA-engineer (младший тестировщик),Калининград,2026-04-09,9.0,,,,25-34,13.0,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
26001d157f570dc17372,Учитель английского языка,Дзержинский,2026-05-18,18.0,,Полная занятость,Переезд невозможен,35-44,269.0,10,26.9,9.5,80.0,6.0,0.0,0.6,8.0,195.0,0.1111111111111111,1,2,6,2,0,168,1,1
f4b9d8cf20609561ec0d,Бухгалтер старший,Одинцово,2026-05-18,18.0,,Удаленная работа,,45-54,279.0,1,279.0,279.0,279.0,279.0,0.0,0.0,279.0,279.0,0.0,0,1,0,0,0,0,1,0
3f8483a1a8727242a7de,Главный бухгалтер,Смоленск,2026-05-18,18.0,,Частичная занятость,Переезд невозможен,45-54,290.0,2,145.0,145.0,200.0,90.0,0.0,0.0,200.0,291.0,1.0,1,1,0,0,0,335,1,1
f090dc680470bd4ac7db,Бухгалтер,Москва,2026-05-18,18.0,,Частичная занятость,Переезд невозможен,45-54,291.0,1,291.0,291.0,291.0,291.0,0.0,0.0,291.0,291.0,0.0,0,1,0,1,0,683,1,1
a5a695923754adf0ed8e,Редактор,"Санкт-Петербург , м. Маяковская",2026-05-08,8.0,,Полная занятость,Переезд невозможен,45-54,165.0,2,82.5,82.5,117.0,48.0,0.0,0.0,,180.0,15.0,15,1,0,2,0,0,1,0
63c208fa2a89f1ee96fb,Работник торгового зала,Киселёвск,2026-05-18,30000.0,RUB,Сменный график,Переезд невозможен,35-44,125.0,1,125.0,125.0,125.0,125.0,0.0,0.0,,125.0,0.0,0,1,0,0,0,0,1,0
a434ad950d53f6a16c36,Менеджер по договорной работе,Калининград,2026-05-18,,,Полная занятость,Переезд невозможен,55-64,104.0,1,104.0,104.0,104.0,104.0,0.0,0.0,104.0,104.0,0.0,0,3,0,0,0,58,0,1
1ec38d9d55e597ef80e7,Офицант,Бишкек,2026-05-20,20.0,,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
f835c5e6789a9ad7dd7a,Юрист( Русинжиниринг ),Курган,2026-05-20,20.0,,,,,,0,,,,,,,,,0.0,0,0,0,0,0,0,1,0
cfe72fce67c0883b84b6,"РОП, Sales Executive",Ташкент,2026-05-18,200000.0,RUB,Полная занятость,Переезд невозможен,55-64,314.0,7,44.857142857142854,36.0,100.0,6.0,0.0,0.14285714285714285,,328.0,2.3333333333333335,10,2,3,2,0,139,1,1
f8a78a3eeb642ddca515,Sales Executive IND,Ташкент,2026-05-18,18.0,,Полная занятость,Переезд невозможен,55-64,373.0,1,373.0,373.0,373.0,373.0,0.0,0.0,,373.0,0.0,0,2,6,3,0,319,1,1
be7cf788cc58d105e9aa,Монтаж сотового оборудования,Челябинск,2026-05-20,100000.0,RUB,Полная занятость,Переезд невозможен,25-34,24.0,1,24.0,24.0,24.0,24.0,0.0,0.0,,24.0,0.0,0,1,0,0,0,0,1,0
c5a8d88abc9528fdf57c,Менеджер - аналитик сопровождения закупок,Москва,2026-05-20,20.0,,,,,,0,,,,,,,,,0.0,0,1,0,0,10,0,1,0
f11572bb91c2d532be5e,Курьер,Барановичи,2026-05-20,1000.0,RUB,Полная занятость,Переезд невозможен,45-54,22.0,1,22.0,22.0,22.0,22.0,0.0,0.0,,22.0,0.0,0,1,0,0,0,0,1,0
1d5fda13479e41622e7a,Электрогазосварщик,Омск,2026-05-19,70000.0,RUB,Полная занятость,Переезд невозможен,35-44,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
40a844a75bd66140d9c0,Технический писатель,Москва,2026-05-04,4.0,,Полная занятость,Переезд невозможен,25-34,61.0,2,30.5,30.5,50.0,11.0,0.0,0.5,,61.0,0.0,0,3,0,1,0,0,1,0
2f71442592106ade6e10,Фармацевт,Краснозерское,2026-05-20,50000.0,RUB,Полная занятость,Переезд невозможен,45-54,21.0,1,21.0,21.0,21.0,21.0,0.0,0.0,,21.0,0.0,0,2,0,0,0,0,1,0
0dec0df5ed115d92c8da,Flutter developer,Алматы,2026-05-18,18.0,,Полная занятость,Переезд невозможен,18-24,12.0,2,6.0,6.0,8.0,4.0,0.5,1.0,,25.0,13.0,13,1,0,0,0,0,1,0
85e0d7c8ddae21e03794,Клинер,Мурманск,2026-05-19,55000.0,RUB,Полная занятость,Переезд невозможен,35-44,,0,,,,,,,,,0.0,0,1,0,0,0,78,1,1
53f9570f7b587cd770e8,"Оператор ПК, 1С",Санкт-Петербург,2026-05-19,60000.0,RUB,Полная занятость,Переезд невозможен,55-64,241.0,1,241.0,241.0,241.0,241.0,0.0,0.0,,241.0,0.0,0,1,0,0,0,0,1,0
292e2e16e5c089c394b5,CMO Директор по маркетингу,Москва,2026-05-20,300000.0,RUB,Полная занятость,Переезд невозможен,35-44,228.0,4,57.0,55.5,106.0,11.0,0.0,0.25,,230.0,0.6666666666666666,1,2,2,1,0,500,1,1
f2f67709141d165cb41f,Фитнес-тренер,Новосибирск,2026-05-20,60000.0,RUB,Полная занятость,Переезд невозможен,18-24,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
b0533e3e07ca6b8aa31e,Любая,Сочи,2026-05-20,50000.0,RUB,Полная занятость,,35-44,,0,,,,,,,,,0.0,0,1,0,0,0,0,1,0
94f6f479c0a5c087bf6c,Главный инженер по охране окружающей среды (эколог),Архангельск,2026-05-18,90000.0,RUB,Полная занятость,,25-34,118.0,3,39.333333333333336,12.0,101.0,5.0,0.3333333333333333,0.3333333333333333,101.0,118.0,0.0,0,2,6,2,0,0,1,0
61389324d27d3625c1ad,Заместитель главного метролога / Главный метролог,Архангельск,2026-05-18,90000.0,RUB,Полная занятость,,25-34,118.0,3,39.333333333333336,12.0,101.0,5.0,0.3333333333333333,0.3333333333333333,101.0,118.0,0.0,0,2,6,2,0,0,1,0
8b4bd4b56f7a06cafd28,Заместитель главного инженера / Главный инженер,Архангельск,2026-05-18,90000.0,RUB,Полная занятость,,25-34,118.0,3,39.333333333333336,12.0,101.0,5.0,0.3333333333333333,0.3333333333333333,101.0,118.0,0.0,0,2,6,2,0,0,1,0
4e567d3bb63ca6ca2898,3D-моделлер,Санкт-Петербург,2026-05-20,140000.0,RUB,Полная занятость,Переезд невозможен,35-44,50.0,1,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0,1,0,0,0,25,1,1
e22595dfe2f0da494a76,"Главный врач, директор клиники",Нальчик,2026-05-06,100000.0,RUB,Полная занятость,,55-64,499.0,9,55.44444444444444,40.0,112.0,9.0,0.0,0.1111111111111111,85.0,489.0,9.75,70,2,6,0,0,426,1,1
853d4404cb4d66ef41f9,Корректор,Москва,2026-05-04,4.0,,Полная занятость,Переезд невозможен,25-34,73.0,2,36.5,36.5,62.0,11.0,0.0,0.5,,62.0,0.0,0,3,0,2,0,0,1,0
4e322a0b7fa76051d6d0,"Директор клиники, главный врач",Нальчик,2026-05-06,100000.0,RUB,Полная занятость,,55-64,569.0,10,56.9,55.0,112.0,9.0,0.0,0.1,85.0,489.0,0.8888888888888888,6,2,6,0,0,184,1,1
30d30724aa6b0b0416de,Лаборант,Северск (Томская область),2026-05-20,60000.0,RUB,Полная занятость,Переезд невозможен,18-24,35.0,2,17.5,17.5,27.0,8.0,0.0,0.5,27.0,42.0,7.0,7,2,2,0,0,0,1,0
b844a32b1c92d6ae73ec,Программист Delphi,Москва,2026-05-06,120000.0,RUB,Полная занятость,Переезд невозможен,55-64,281.0,1,281.0,281.0,281.0,281.0,0.0,0.0,,281.0,0.0,0,1,0,0,0,0,1,0
fb03dd44c76cf58fae27,Бухгалтер,Химки,2026-05-20,20.0,,Полная занятость,Переезд невозможен,35-44,142.0,3,47.333333333333336,67.0,71.0,4.0,0.3333333333333333,0.3333333333333333,,161.0,9.5,18,1,3,0,0,0,1,0
bc55d758dd71273d10f5,Начальник отдела/Начальник смены/Заведующий кассой,"Москва , м. Царицыно",2026-05-19,75000.0,RUB,Полная занятость,Переезд невозможен,55-64,359.0,2,179.5,179.5,347.0,12.0,0.0,0.0,,385.0,26.0,26,1,0,0,0,1115,1,1
c0d64dc5eeb4de19912d,Начальник отдела кассовых операций,"Москва , м. Царицыно",2026-05-19,75000.0,RUB,Полная занятость,Переезд невозможен,55-64,359.0,2,179.5,179.5,347.0,12.0,0.0,0.0,,385.0,26.0,26,1,0,0,0,1116,1,1
ac7cd47fb233b8073adb,Юрисконсульт,Калуга,2026-05-19,60000.0,RUB,Полная занятость,Переезд невозможен,18-24,9.0,1,9.0,9.0,9.0,9.0,0.0,1.0,9.0,9.0,0.0,0,2,0,0,0,334,1,1
4e57b655c62d96794a6b,Водитель кат. Е,Будённовск,2026-05-20,180000.0,RUB,Полная занятость,Переезд невозможен,45-54,23.0,1,23.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0,1,0,0,0,0,1,0
d23d02b8c125120f5538,"Видеомонтажер, моушен дизайнер",Москва,2026-05-20,130000.0,RUB,Полная занятость,Переезд невозможен,25-34,76.0,1,76.0,76.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0,1,2,1,0,885,1,1
